Auction,VehicleAge,Make,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,IsBadBuy
ADESA,4,CHEVROLET,AUTO,Alloy,86686,AMERICAN,MEDIUM,GM,7371.82,8494.94,0
MANHEIM,8,HYUNDAI,AUTO,Alloy,53503,ASIAN,MEDIUM,OTHER,1945,1984,1
OTHER,4,DODGE,AUTO,Covers,69305,AMERICAN,MEDIUM,CHRYSLER,8684,7842,0
ADESA,2,SATURN,AUTO,Alloy,73564,AMERICAN,MEDIUM,GM,13678,12479,0
MANHEIM,5,NISSAN,AUTO,Covers,88738,ASIAN,MEDIUM,OTHER,6875,9190,0
MANHEIM,4,NISSAN,AUTO,Covers,68139,ASIAN,MEDIUM,OTHER,7663,7260,0
OTHER,4,TOYOTA,AUTO,Covers,79482,ASIAN,SMALL,OTHER,7798,10269,0
OTHER,6,CHEVROLET,AUTO,Alloy,80764,AMERICAN,MEDIUM,GM,8248,10126,0
MANHEIM,4,FORD,AUTO,Covers,84408,AMERICAN,MEDIUM,FORD,5066,7982,0
OTHER,2,CHRYSLER,AUTO,Covers,51148,AMERICAN,MEDIUM,CHRYSLER,7721,10426,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,72732,AMERICAN,LARGE,GM,3957,5756,0
OTHER,4,CHEVROLET,AUTO,Covers,66733,AMERICAN,LARGE,GM,6685,5567,0
OTHER,5,FORD,AUTO,Alloy,64895,AMERICAN,SPECIAL,FORD,6076,5989,1
MANHEIM,4,ISUZU,AUTO,Alloy,88311,ASIAN,MEDIUM,OTHER,9035,11193,0
ADESA,4,FORD,AUTO,Covers,64322,AMERICAN,SPECIAL,FORD,6868,6049,0
MANHEIM,5,PONTIAC,MANUAL,Covers,63699,AMERICAN,MEDIUM,GM,4263,3953,0
MANHEIM,6,FORD,AUTO,Alloy,76068,AMERICAN,SPECIAL,FORD,5600,8097,0
OTHER,2,DODGE,AUTO,Covers,45563,AMERICAN,MEDIUM,CHRYSLER,8168,11070,0
MANHEIM,7,HONDA,AUTO,Alloy,74016,ASIAN,MEDIUM,OTHER,7578,9624,0
OTHER,2,DODGE,AUTO,Covers,49239,AMERICAN,MEDIUM,CHRYSLER,8258,11114,0
MANHEIM,4,CHRYSLER,MANUAL,Covers,75675,AMERICAN,MEDIUM,CHRYSLER,5728,8078,1
MANHEIM,1,CHEVROLET,AUTO,Alloy,83090,AMERICAN,LARGE,GM,10227,10140,0
OTHER,2,CHRYSLER,AUTO,Covers,51258,AMERICAN,MEDIUM,CHRYSLER,9218,12024,0
MANHEIM,5,HYUNDAI,AUTO,Alloy,85756,ASIAN,MEDIUM,OTHER,4872,6824,0
ADESA,4,CHEVROLET,AUTO,Covers,73537,AMERICAN,MEDIUM,GM,6835,8742,0
ADESA,5,NISSAN,AUTO,Alloy,94196,ASIAN,LARGE,OTHER,9044,12096,0
OTHER,1,DODGE,AUTO,Covers,50598,AMERICAN,MEDIUM,CHRYSLER,7771,8245,0
MANHEIM,5,CHEVROLET,AUTO,Covers,79924,AMERICAN,MEDIUM,GM,8120,10356,0
MANHEIM,3,CHRYSLER,AUTO,Covers,63264,AMERICAN,MEDIUM,CHRYSLER,8866,10977,1
MANHEIM,2,CHRYSLER,AUTO,Covers,59031,AMERICAN,MEDIUM,CHRYSLER,7973,8088,1
MANHEIM,5,DODGE,AUTO,Alloy,60972,AMERICAN,MEDIUM,CHRYSLER,7771,7520,0
OTHER,4,CHEVROLET,AUTO,Covers,75922,AMERICAN,SMALL,GM,5981,8353,0
MANHEIM,6,DODGE,AUTO,Alloy,96498,AMERICAN,SMALL,CHRYSLER,3766,3691,1
MANHEIM,3,CHEVROLET,AUTO,Covers,83369,AMERICAN,LARGE,GM,8723,10718,0
MANHEIM,4,JEEP,AUTO,Alloy,86057,AMERICAN,MEDIUM,CHRYSLER,13396,15545,0
MANHEIM,3,SATURN,AUTO,Covers,56310,AMERICAN,MEDIUM,GM,7463,9340,0
MANHEIM,3,CHRYSLER,AUTO,Covers,72616,AMERICAN,SPECIAL,CHRYSLER,11179,10716,0
MANHEIM,6,DODGE,AUTO,Covers,86027,AMERICAN,SPECIAL,CHRYSLER,3793,3846,1
MANHEIM,6,SCION,AUTO,Alloy,64647,ASIAN,MEDIUM,OTHER,6968,8972,0
MANHEIM,3,SUZUKI,AUTO,Alloy,61112,ASIAN,SMALL,OTHER,6086,7500,0
OTHER,3,FORD,AUTO,Alloy,74574,AMERICAN,MEDIUM,FORD,12493,14821,0
MANHEIM,3,FORD,AUTO,Alloy,68770,AMERICAN,MEDIUM,FORD,5867,5491,1
MANHEIM,1,CHEVROLET,AUTO,Covers,88232,AMERICAN,LARGE,GM,11095,11457,0
ADESA,3,DODGE,AUTO,Covers,84771,AMERICAN,SPECIAL,CHRYSLER,7599,7097,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,83751,AMERICAN,MEDIUM,GM,5540,4976,0
MANHEIM,4,TOYOTA,AUTO,NULL,87195,ASIAN,SMALL,OTHER,7585,9200,1
OTHER,4,CHEVROLET,AUTO,Covers,70438,AMERICAN,LARGE,GM,5967,5439,0
OTHER,1,CHRYSLER,AUTO,Covers,48161,AMERICAN,MEDIUM,CHRYSLER,9419,12755,0
MANHEIM,5,CHRYSLER,AUTO,Alloy,85368,AMERICAN,MEDIUM,CHRYSLER,4301,3889,0
ADESA,2,DODGE,AUTO,Alloy,73964,AMERICAN,MEDIUM,CHRYSLER,11492,13679,0
ADESA,3,CHRYSLER,AUTO,Covers,66262,AMERICAN,MEDIUM,CHRYSLER,8562,11445,0
MANHEIM,6,FORD,AUTO,Alloy,70629,AMERICAN,MEDIUM,FORD,5032,4846,0
ADESA,3,DODGE,AUTO,Covers,90145,AMERICAN,MEDIUM,CHRYSLER,7864,10536,0
MANHEIM,8,CHEVROLET,AUTO,Alloy,91488,AMERICAN,LARGE,GM,3249,2941,1
OTHER,5,PONTIAC,AUTO,Covers,77309,AMERICAN,LARGE,GM,2732,3235,0
ADESA,5,DODGE,AUTO,Alloy,30731,AMERICAN,LARGE,CHRYSLER,6357,5465,0
MANHEIM,6,LINCOLN,AUTO,Alloy,77163,AMERICAN,MEDIUM,FORD,9942,12390,0
MANHEIM,5,DODGE,MANUAL,Alloy,65798,AMERICAN,SMALL,CHRYSLER,4141,5795,0
MANHEIM,3,FORD,AUTO,Alloy,67332,AMERICAN,LARGE,FORD,10137,9023,0
MANHEIM,8,CHRYSLER,MANUAL,Alloy,80886,AMERICAN,MEDIUM,CHRYSLER,3774,5922,0
MANHEIM,3,SATURN,AUTO,Alloy,81923,AMERICAN,MEDIUM,GM,12301,11886,0
OTHER,2,JEEP,AUTO,Alloy,63235,AMERICAN,SMALL,CHRYSLER,11635,16015,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,80676,AMERICAN,MEDIUM,GM,13588,12444,0
MANHEIM,4,JEEP,AUTO,Covers,81066,AMERICAN,SMALL,CHRYSLER,7926,7802,1
MANHEIM,3,FORD,MANUAL,Covers,68528,AMERICAN,SMALL,FORD,7907,9674,0
OTHER,5,JEEP,AUTO,Alloy,75567,AMERICAN,MEDIUM,CHRYSLER,11720,14869,1
OTHER,2,KIA,AUTO,Covers,44860,ASIAN,MEDIUM,OTHER,8091,10632,0
ADESA,5,PONTIAC,AUTO,Covers,71209,AMERICAN,MEDIUM,GM,4346,6750,0
MANHEIM,1,FORD,AUTO,Alloy,78823,AMERICAN,MEDIUM,FORD,15690,16728,0
MANHEIM,4,CHRYSLER,AUTO,Alloy,93945,AMERICAN,MEDIUM,CHRYSLER,5859,8247,0
OTHER,8,CHEVROLET,AUTO,Covers,25680,AMERICAN,SMALL,GM,5095,6545,0
MANHEIM,4,FORD,AUTO,Alloy,87184,AMERICAN,SMALL,FORD,4353,4390,0
OTHER,3,CHEVROLET,AUTO,Covers,61992,AMERICAN,LARGE,GM,8769,10919,0
MANHEIM,3,CHEVROLET,AUTO,Covers,64699,AMERICAN,MEDIUM,GM,7493,10670,0
MANHEIM,4,FORD,AUTO,Covers,55390,AMERICAN,SPECIAL,FORD,5707,5661,0
MANHEIM,9,BUICK,AUTO,Covers,90208,AMERICAN,MEDIUM,GM,4052,5313,0
MANHEIM,4,FORD,AUTO,Covers,64796,AMERICAN,MEDIUM,FORD,8008,10264,0
ADESA,4,CHEVROLET,AUTO,Alloy,54256,AMERICAN,SPECIAL,GM,7178,9213,0
OTHER,1,DODGE,AUTO,Covers,52557,AMERICAN,MEDIUM,CHRYSLER,7389,11172,0
MANHEIM,2,HONDA,AUTO,Covers,80273,ASIAN,SMALL,OTHER,15194,17782,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,66383,AMERICAN,SMALL,GM,5419,7288,0
ADESA,5,PONTIAC,AUTO,Alloy,79500,AMERICAN,MEDIUM,GM,5189,4868,0
MANHEIM,5,MITSUBISHI,AUTO,Covers,91494,ASIAN,SMALL,OTHER,4275,4407,0
ADESA,6,SATURN,AUTO,Alloy,89391,AMERICAN,MEDIUM,GM,4777,6482,1
MANHEIM,5,CHEVROLET,AUTO,Alloy,69785,AMERICAN,MEDIUM,GM,8438,10553,0
OTHER,6,FORD,AUTO,Alloy,47524,AMERICAN,MEDIUM,FORD,5898,8156,1
MANHEIM,2,CHEVROLET,AUTO,Covers,87697,AMERICAN,SPECIAL,GM,12129,14105,0
OTHER,7,OLDSMOBILE,AUTO,Covers,88337,AMERICAN,MEDIUM,GM,3556,4959,0
MANHEIM,4,FORD,AUTO,Alloy,61053,AMERICAN,MEDIUM,FORD,7084,6444,0
MANHEIM,5,KIA,AUTO,Covers,65448,ASIAN,MEDIUM,OTHER,5165,4389,1
MANHEIM,4,DODGE,AUTO,Alloy,98327,AMERICAN,SMALL,CHRYSLER,4516,4207,0
MANHEIM,3,NISSAN,AUTO,Covers,54024,ASIAN,LARGE,OTHER,15069,15043,0
OTHER,1,CHEVROLET,AUTO,Alloy,79904,AMERICAN,LARGE,GM,10900,14316,0
MANHEIM,4,SUZUKI,AUTO,Covers,74020,ASIAN,MEDIUM,OTHER,4730,7233,1
ADESA,4,CHRYSLER,AUTO,Covers,74009,AMERICAN,SPECIAL,CHRYSLER,7891,9702,1
MANHEIM,4,CHEVROLET,MANUAL,Alloy,66226,AMERICAN,SMALL,GM,5718,5494,0
ADESA,6,DODGE,AUTO,Alloy,76997,AMERICAN,MEDIUM,CHRYSLER,5811,5320,0
MANHEIM,1,CHEVROLET,AUTO,Covers,48951,AMERICAN,MEDIUM,GM,8401,11337,0
OTHER,2,DODGE,AUTO,Covers,53091,AMERICAN,MEDIUM,CHRYSLER,8258,11114,0
OTHER,1,DODGE,AUTO,Covers,49049,AMERICAN,MEDIUM,CHRYSLER,9912,12934,0
MANHEIM,4,DODGE,AUTO,Covers,50774,AMERICAN,MEDIUM,CHRYSLER,6584,6515,0
MANHEIM,5,DODGE,AUTO,Alloy,88607,AMERICAN,MEDIUM,CHRYSLER,9287,12001,0
OTHER,4,DODGE,AUTO,Covers,38998,AMERICAN,MEDIUM,CHRYSLER,6584,6515,0
MANHEIM,5,TOYOTA,AUTO,Covers,84733,ASIAN,SMALL,OTHER,5929,8138,0
MANHEIM,7,HYUNDAI,AUTO,Alloy,85595,ASIAN,MEDIUM,OTHER,6472,8081,0
ADESA,6,HYUNDAI,AUTO,Covers,72682,ASIAN,MEDIUM,OTHER,4431,6526,0
OTHER,3,CHEVROLET,AUTO,Covers,84542,AMERICAN,SPECIAL,GM,7257,10325,0
OTHER,3,DODGE,AUTO,NULL,69926,AMERICAN,SPECIAL,CHRYSLER,7281,6551,1
MANHEIM,4,NISSAN,AUTO,Alloy,85696,ASIAN,MEDIUM,OTHER,10232,12277,1
ADESA,5,CHEVROLET,AUTO,Alloy,74439,AMERICAN,MEDIUM,GM,8519,8109,0
MANHEIM,4,CHEVROLET,AUTO,Covers,71460,AMERICAN,SPECIAL,GM,8726,10317,0
MANHEIM,3,TOYOTA,AUTO,Alloy,87901,ASIAN,LARGE,OTHER,13814,13594,0
MANHEIM,1,CHEVROLET,AUTO,Covers,73808,AMERICAN,LARGE,GM,10076,13306,0
MANHEIM,7,LINCOLN,AUTO,Alloy,79408,AMERICAN,LARGE,FORD,5095,4288,0
OTHER,6,JEEP,AUTO,Alloy,95810,AMERICAN,MEDIUM,CHRYSLER,7773,9513,0
MANHEIM,4,CHEVROLET,AUTO,Covers,70269,AMERICAN,MEDIUM,GM,6212,5811,0
ADESA,4,DODGE,MANUAL,Covers,73550,AMERICAN,SMALL,CHRYSLER,4516,4207,0
OTHER,6,BUICK,AUTO,Alloy,95258,AMERICAN,MEDIUM,GM,3541,3149,1
ADESA,6,FORD,AUTO,NULL,47813,AMERICAN,SPECIAL,FORD,5753,5575,1
ADESA,6,PONTIAC,AUTO,Alloy,77432,AMERICAN,MEDIUM,GM,5443,4884,1
MANHEIM,4,DODGE,AUTO,Covers,97980,AMERICAN,SPECIAL,CHRYSLER,6616,6039,0
MANHEIM,5,PONTIAC,AUTO,NULL,81578,AMERICAN,LARGE,GM,5856,5728,0
ADESA,5,CHEVROLET,AUTO,Covers,89770,AMERICAN,LARGE,GM,5756,7301,0
MANHEIM,5,FORD,AUTO,Covers,59447,AMERICAN,MEDIUM,FORD,4141,3929,0
ADESA,9,FORD,AUTO,Alloy,86414,AMERICAN,SPECIAL,FORD,4235,6110,0
ADESA,7,CHEVROLET,AUTO,NULL,94690,AMERICAN,MEDIUM,GM,6016,8282,1
MANHEIM,4,CHEVROLET,AUTO,Alloy,89501,AMERICAN,MEDIUM,GM,10364,13053,0
OTHER,2,DODGE,AUTO,Covers,83498,AMERICAN,SPECIAL,CHRYSLER,9746,12951,0
OTHER,6,MITSUBISHI,AUTO,Covers,58665,ASIAN,SMALL,OTHER,3956,3831,0
MANHEIM,5,MAZDA,AUTO,Alloy,73492,ASIAN,SMALL,OTHER,6998,8377,0
MANHEIM,4,FORD,AUTO,Covers,47287,AMERICAN,MEDIUM,FORD,5665,5167,0
ADESA,6,CHEVROLET,AUTO,Alloy,90252,AMERICAN,LARGE,GM,11100,13353,0
MANHEIM,3,CHEVROLET,AUTO,Covers,81233,AMERICAN,LARGE,GM,9280,11900,0
OTHER,1,CHRYSLER,AUTO,Alloy,40325,AMERICAN,MEDIUM,CHRYSLER,9740,13926,0
OTHER,5,DODGE,AUTO,Covers,82718,AMERICAN,MEDIUM,CHRYSLER,6235,5339,0
MANHEIM,4,CHEVROLET,AUTO,Covers,48818,AMERICAN,MEDIUM,GM,5657,4953,0
ADESA,5,DODGE,AUTO,Alloy,89412,AMERICAN,MEDIUM,CHRYSLER,4711,6852,0
ADESA,3,CHEVROLET,AUTO,Covers,78995,AMERICAN,MEDIUM,GM,8297,10910,1
MANHEIM,2,CHEVROLET,AUTO,Covers,79591,AMERICAN,MEDIUM,GM,8117,7747,0
OTHER,5,CHEVROLET,AUTO,Covers,67464,AMERICAN,MEDIUM,GM,5036,6998,1
ADESA,5,CHEVROLET,AUTO,Covers,85765,AMERICAN,MEDIUM,GM,4679,4015,1
MANHEIM,4,PONTIAC,AUTO,Alloy,77909,AMERICAN,LARGE,GM,7643,9695,0
MANHEIM,3,CHRYSLER,AUTO,Covers,79242,AMERICAN,SPECIAL,CHRYSLER,11787,11615,0
MANHEIM,2,CHEVROLET,AUTO,Covers,71336,AMERICAN,LARGE,GM,8464,8480,0
MANHEIM,3,PONTIAC,AUTO,Alloy,79981,AMERICAN,LARGE,GM,8438,7943,0
OTHER,2,KIA,AUTO,Covers,58110,ASIAN,MEDIUM,OTHER,6326,5710,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,83666,AMERICAN,MEDIUM,GM,5019,4265,0
MANHEIM,4,ISUZU,AUTO,Alloy,82296,ASIAN,MEDIUM,OTHER,8058,7789,0
MANHEIM,3,FORD,MANUAL,Alloy,54287,AMERICAN,SMALL,FORD,7429,9546,0
MANHEIM,5,DODGE,AUTO,Alloy,89670,AMERICAN,MEDIUM,CHRYSLER,10460,12518,0
MANHEIM,8,NISSAN,AUTO,Covers,67473,ASIAN,MEDIUM,OTHER,5010,6927,0
MANHEIM,5,SATURN,MANUAL,Covers,59746,AMERICAN,MEDIUM,GM,5103,7568,0
MANHEIM,4,CHRYSLER,AUTO,Alloy,70413,AMERICAN,SPECIAL,CHRYSLER,8821,8866,1
MANHEIM,3,SUZUKI,AUTO,NULL,41201,ASIAN,MEDIUM,OTHER,6333,8573,0
MANHEIM,3,DODGE,AUTO,Covers,85726,AMERICAN,MEDIUM,CHRYSLER,8130,10918,0
OTHER,4,CHEVROLET,AUTO,Covers,84902,AMERICAN,MEDIUM,GM,8352,10402,0
MANHEIM,2,CHEVROLET,AUTO,Covers,65882,AMERICAN,MEDIUM,GM,8828,8459,0
ADESA,3,FORD,AUTO,Covers,79721,AMERICAN,MEDIUM,FORD,7729,7104,0
MANHEIM,3,KIA,AUTO,Covers,64853,ASIAN,MEDIUM,OTHER,7423,9324,0
MANHEIM,9,NISSAN,AUTO,Alloy,93969,ASIAN,SMALL,OTHER,4454,6002,0
MANHEIM,4,FORD,AUTO,Alloy,70363,AMERICAN,MEDIUM,FORD,4783,4483,0
MANHEIM,4,FORD,AUTO,Alloy,71721,AMERICAN,LARGE,FORD,11111,14214,0
ADESA,3,DODGE,AUTO,Alloy,67202,AMERICAN,MEDIUM,CHRYSLER,12021,11596,0
MANHEIM,8,GMC,AUTO,Alloy,75904,AMERICAN,MEDIUM,GM,6449,8132,1
OTHER,5,DODGE,AUTO,Alloy,94341,AMERICAN,MEDIUM,CHRYSLER,4642,6701,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,89335,AMERICAN,LARGE,GM,10065,12279,0
MANHEIM,6,OLDSMOBILE,AUTO,Special,96740,AMERICAN,SPECIAL,GM,4557,6026,0
MANHEIM,8,JEEP,AUTO,Alloy,89808,AMERICAN,SMALL,CHRYSLER,5459,6778,0
MANHEIM,3,FORD,AUTO,Covers,51050,AMERICAN,SPECIAL,FORD,4724,3785,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,64422,AMERICAN,MEDIUM,GM,8924,11117,1
OTHER,2,CHEVROLET,AUTO,Alloy,70985,AMERICAN,LARGE,GM,9604,9382,0
OTHER,4,KIA,AUTO,Alloy,68707,ASIAN,MEDIUM,OTHER,7000,6760,0
MANHEIM,5,TOYOTA,AUTO,Alloy,72837,ASIAN,SMALL,OTHER,6368,8492,0
OTHER,3,FORD,AUTO,Covers,77316,AMERICAN,SPECIAL,FORD,6181,8722,0
MANHEIM,4,DODGE,AUTO,Covers,67688,AMERICAN,MEDIUM,CHRYSLER,9388,8300,0
OTHER,3,DODGE,AUTO,Alloy,59790,AMERICAN,MEDIUM,CHRYSLER,6176,5715,0
OTHER,4,CHEVROLET,AUTO,Covers,75221,AMERICAN,SPECIAL,GM,9094,8240,0
OTHER,8,DODGE,AUTO,Covers,59261,AMERICAN,SPECIAL,CHRYSLER,3600,3020,0
MANHEIM,8,CHRYSLER,AUTO,Covers,70139,AMERICAN,MEDIUM,CHRYSLER,3974,3905,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,78786,AMERICAN,MEDIUM,GM,15174,16999,0
OTHER,5,CHEVROLET,AUTO,Alloy,53122,AMERICAN,MEDIUM,GM,6828,8412,0
MANHEIM,5,BUICK,AUTO,Alloy,83693,AMERICAN,LARGE,GM,9222,11315,1
OTHER,1,CHRYSLER,AUTO,Covers,48310,AMERICAN,MEDIUM,CHRYSLER,9221,9833,0
OTHER,5,CHRYSLER,AUTO,Alloy,67934,AMERICAN,MEDIUM,CHRYSLER,4371,7049,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,90245,AMERICAN,MEDIUM,GM,5730,7945,0
MANHEIM,5,CHEVROLET,AUTO,Special,88812,AMERICAN,LARGE,GM,8251,8569,0
ADESA,4,HYUNDAI,AUTO,Covers,66063,ASIAN,SMALL,OTHER,5567,7713,0
MANHEIM,4,FORD,AUTO,Alloy,55842,AMERICAN,MEDIUM,FORD,8085,7882,0
MANHEIM,7,TOYOTA,AUTO,Alloy,80706,ASIAN,LARGE,OTHER,8597,8510,0
ADESA,3,CHEVROLET,AUTO,Alloy,67897,AMERICAN,MEDIUM,GM,8681,7990,0
ADESA,3,KIA,AUTO,Alloy,64733,ASIAN,SMALL,OTHER,11510,10962,0
ADESA,4,LINCOLN,AUTO,Alloy,79059,AMERICAN,SPECIAL,FORD,12892,12280,0
MANHEIM,2,NISSAN,AUTO,Covers,53335,ASIAN,LARGE,OTHER,13375,13303,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,76858,AMERICAN,MEDIUM,GM,8792,10759,0
MANHEIM,3,CHEVROLET,AUTO,Covers,58408,AMERICAN,MEDIUM,GM,8171,10187,0
MANHEIM,4,PONTIAC,AUTO,Covers,58163,AMERICAN,LARGE,GM,7130,6605,0
MANHEIM,4,MITSUBISHI,AUTO,Covers,59310,ASIAN,SMALL,OTHER,6770,11209,0
MANHEIM,4,CHEVROLET,AUTO,Covers,75384,AMERICAN,MEDIUM,GM,8068,10057,0
ADESA,5,FORD,AUTO,Alloy,92816,AMERICAN,LARGE,FORD,11578,10757,0
OTHER,4,CHEVROLET,AUTO,Covers,81156,AMERICAN,LARGE,GM,8098,11000,0
MANHEIM,4,CHEVROLET,AUTO,Covers,76756,AMERICAN,MEDIUM,GM,8883,8383,0
OTHER,4,DODGE,AUTO,Alloy,84089,AMERICAN,MEDIUM,CHRYSLER,4746,7456,0
OTHER,5,FORD,AUTO,NULL,85777,AMERICAN,MEDIUM,FORD,10145,11812,1
MANHEIM,8,DODGE,AUTO,Covers,74561,AMERICAN,SPECIAL,CHRYSLER,4395,5860,0
OTHER,6,SATURN,MANUAL,Alloy,61441,AMERICAN,MEDIUM,GM,5490,7384,0
OTHER,4,JEEP,AUTO,Alloy,81323,AMERICAN,SMALL,CHRYSLER,11870,13864,0
MANHEIM,6,BUICK,AUTO,Alloy,45967,AMERICAN,LARGE,GM,5526,5168,0
OTHER,4,NISSAN,AUTO,Covers,88072,ASIAN,MEDIUM,OTHER,7603,6930,0
MANHEIM,3,FORD,MANUAL,Covers,85967,AMERICAN,LARGE,FORD,12079,14505,0
ADESA,4,FORD,AUTO,NULL,78204,AMERICAN,SMALL,FORD,5208,4810,1
MANHEIM,6,DODGE,AUTO,Special,79354,AMERICAN,MEDIUM,CHRYSLER,4908,4502,0
OTHER,5,MAZDA,AUTO,Alloy,85993,ASIAN,MEDIUM,OTHER,6831,9233,0
MANHEIM,3,CHRYSLER,AUTO,Alloy,60503,AMERICAN,MEDIUM,CHRYSLER,10138,12724,0
MANHEIM,4,VOLKSWAGEN,AUTO,Alloy,76588,OTHER,SPECIAL,OTHER,10440,13482,0
MANHEIM,6,OLDSMOBILE,AUTO,Alloy,96513,AMERICAN,MEDIUM,GM,4072,3934,0
MANHEIM,3,DODGE,AUTO,Covers,51858,AMERICAN,MEDIUM,CHRYSLER,6461,6418,0
MANHEIM,4,HONDA,MANUAL,Alloy,74661,ASIAN,MEDIUM,OTHER,8852,8132,0
ADESA,5,FORD,AUTO,Alloy,90181,AMERICAN,MEDIUM,FORD,3971,3696,1
MANHEIM,6,DODGE,AUTO,Alloy,40684,AMERICAN,MEDIUM,CHRYSLER,5811,5320,0
MANHEIM,5,CHEVROLET,AUTO,Covers,61906,AMERICAN,SMALL,GM,4235,6125,0
OTHER,4,JEEP,AUTO,Alloy,70525,AMERICAN,SMALL,CHRYSLER,10571,12419,0
MANHEIM,8,BUICK,AUTO,Alloy,75797,AMERICAN,LARGE,GM,4395,4018,1
OTHER,7,FORD,AUTO,Alloy,68925,AMERICAN,MEDIUM,FORD,3540,5261,0
MANHEIM,6,FORD,AUTO,Covers,77709,AMERICAN,SPECIAL,FORD,3987,5767,1
MANHEIM,7,GMC,AUTO,Alloy,85854,AMERICAN,MEDIUM,GM,6419,5993,0
ADESA,4,PONTIAC,AUTO,Covers,86609,AMERICAN,LARGE,GM,7371.82,8494.94,0
OTHER,3,MAZDA,AUTO,Alloy,77381,ASIAN,MEDIUM,OTHER,10901,10347,0
MANHEIM,5,FORD,AUTO,Alloy,78777,AMERICAN,LARGE,FORD,6477,9424,0
MANHEIM,2,FORD,AUTO,Alloy,83590,AMERICAN,MEDIUM,FORD,11828,14582,0
MANHEIM,4,DODGE,AUTO,Alloy,93745,AMERICAN,MEDIUM,CHRYSLER,5482,7479,0
MANHEIM,2,DODGE,AUTO,Alloy,50426,AMERICAN,MEDIUM,CHRYSLER,8452,11852,0
OTHER,5,SATURN,AUTO,Alloy,65327,AMERICAN,MEDIUM,GM,4454,4131,0
ADESA,3,NISSAN,AUTO,Alloy,77632,ASIAN,MEDIUM,OTHER,14549,16530,0
OTHER,3,CHRYSLER,AUTO,Covers,40562,AMERICAN,MEDIUM,CHRYSLER,7085,9275,0
MANHEIM,2,SUZUKI,AUTO,Alloy,49756,ASIAN,MEDIUM,OTHER,7215,10283,0
MANHEIM,7,HYUNDAI,AUTO,Covers,78503,ASIAN,MEDIUM,OTHER,3297,5157,0
MANHEIM,5,DODGE,AUTO,Covers,88015,AMERICAN,SPECIAL,CHRYSLER,5093,4455,0
MANHEIM,3,CHRYSLER,AUTO,Covers,85508,AMERICAN,MEDIUM,CHRYSLER,7071,9441,0
MANHEIM,2,CHEVROLET,AUTO,Covers,73014,AMERICAN,LARGE,GM,8706,12001,0
OTHER,6,CHEVROLET,AUTO,Covers,73352,AMERICAN,SMALL,GM,3693,5457,1
ADESA,3,SUZUKI,AUTO,Covers,61883,ASIAN,SMALL,OTHER,3866,3877,0
MANHEIM,3,CHRYSLER,AUTO,Alloy,64243,AMERICAN,MEDIUM,CHRYSLER,6565,6557,0
OTHER,2,CHRYSLER,AUTO,NULL,50097,AMERICAN,MEDIUM,CHRYSLER,7425,10169,1
OTHER,3,DODGE,AUTO,Alloy,76811,AMERICAN,MEDIUM,CHRYSLER,5109,7296,0
OTHER,2,FORD,AUTO,Alloy,65934,AMERICAN,LARGE,FORD,10615,9918,0
MANHEIM,9,MERCURY,AUTO,Alloy,97622,AMERICAN,MEDIUM,FORD,3881,5272,0
MANHEIM,6,KIA,AUTO,Alloy,87705,ASIAN,MEDIUM,OTHER,6795,9381,0
ADESA,3,CHEVROLET,AUTO,Covers,87398,AMERICAN,LARGE,GM,9056,11521,0
ADESA,4,PONTIAC,AUTO,Covers,62381,AMERICAN,MEDIUM,GM,6818,8979,0
MANHEIM,3,CHEVROLET,AUTO,Covers,82794,AMERICAN,SMALL,GM,6830,6672,0
ADESA,3,FORD,AUTO,Covers,50923,AMERICAN,MEDIUM,FORD,5749,5355,0
MANHEIM,6,DODGE,AUTO,Covers,85042,AMERICAN,MEDIUM,CHRYSLER,4365,6440,0
MANHEIM,5,MAZDA,AUTO,Alloy,67051,ASIAN,MEDIUM,OTHER,7842,7525,1
MANHEIM,2,DODGE,AUTO,Covers,94550,AMERICAN,SPECIAL,CHRYSLER,10812,13530,0
MANHEIM,4,FORD,AUTO,Alloy,83345,AMERICAN,SMALL,FORD,7985,7071,0
MANHEIM,4,DODGE,AUTO,Alloy,79038,AMERICAN,SMALL,CHRYSLER,4232,3959,0
OTHER,8,PONTIAC,AUTO,Alloy,76275,AMERICAN,LARGE,GM,3101,5549,1
ADESA,6,FORD,AUTO,NULL,78491,AMERICAN,MEDIUM,FORD,7024,9109,1
ADESA,4,FORD,AUTO,Covers,66479,AMERICAN,MEDIUM,FORD,4783,4483,0
MANHEIM,5,CHEVROLET,AUTO,Covers,34658,AMERICAN,MEDIUM,GM,5019,4265,0
OTHER,5,PONTIAC,AUTO,Alloy,54293,AMERICAN,MEDIUM,GM,7074,8089,0
